rmse,mae,r2,n,nrmse,circuit,target,model,seed,pooled_r2
27998.442382084922,11563.70903792401,0.6907272778289781,36040,0.07999554966309978,Abu Dhabi Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
17513.97606419614,9574.741318974266,0.9143701379885089,26039,0.05003993161198897,Australian Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
26055.928505446383,13470.980305958483,0.6384324925069771,25190,0.0744455100155611,Austrian Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
16056.91662249024,8337.806723479776,0.7564951707953395,39435,0.0458769046356864,Azerbaijan Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
25404.472497046576,13034.437850189728,0.633246108780122,26668,0.0725842071344188,Bahrain Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
28399.82275556332,16997.640141123848,0.8180528635604098,40975,0.08114235073018092,Belgian Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
29676.456615304025,17087.38504544952,0.7006430620979234,35129,0.08478987604372579,British Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
19403.171555482204,9938.76398061215,0.8855794015674053,19579,0.05543763301566344,Canadian Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
22913.76431502229,12856.841709199005,0.7996455839406763,31689,0.06546789804292083,Chinese Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
31535.68409532464,14470.305384981231,0.4464011155135843,31916,0.0901019545580704,Dutch Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
18600.07741634065,10661.918987190322,0.8766476552326552,35550,0.05314307833240185,Emilia Romagna Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
25879.680370238573,10008.71502444552,0.46718664251572195,36675,0.07394194391496735,Hungarian Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
20020.84303941076,10500.381011807858,0.9096797160591531,19565,0.057202408684030745,Italian Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
49706.265160506606,26663.205379977913,0.4255401455783575,42696,0.1420179004585903,Japanese Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
23079.60028935498,13027.224885518417,0.8920518170571929,28572,0.0659417151124428,Las Vegas Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
9308.80163940414,6270.316791092394,0.9246705080111992,21049,0.02659657611258326,Mexico City Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
31902.48047340634,16952.7683600155,0.7476168539718018,35280,0.0911499442097324,Miami Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
23258.233117112857,11216.129940042998,0.743901537665259,33284,0.06645209462032245,Monaco Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
21733.20125525633,10331.501163995572,0.40046572322161045,41988,0.06209486072930379,Qatar Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
31780.09377088918,18449.39865546425,0.6197898535392217,52635,0.09080026791682623,Saudi Arabian Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
30692.668183024063,13935.862199784126,0.49390631245050576,37308,0.08769333766578304,Singapore Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
8866.27923688786,5159.229273540305,0.9211950330403417,28840,0.025332226391108173,Spanish Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
13184.564630013672,6896.562496899676,0.8827837868185349,24973,0.03767018465718192,São Paulo Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
29755.7612871415,13751.756464922337,0.5990281033135261,45844,0.08501646082040429,United States Grand Prix,P_deploy_mean_optimal,xgb,2,0.7342133088457503
