rmse,mae,r2,n,nrmse,circuit,target,model,seed,pooled_r2
2.223249855208526,1.1102830002037674,0.9632573139539157,22890,0.04940555233796724,Abu Dhabi Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
1.561800284242249,0.9190206086935251,0.9394722008717332,16170,0.03470667298316109,Australian Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
0.8517419937551872,0.5551800002722745,0.9948086393992319,16793,0.01892759986122638,Austrian Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
1.9672819746091437,1.249123395690999,0.9714560754243027,27825,0.043717377213536524,Azerbaijan Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
1.2317442132118839,0.7183344998558097,0.9912307660133031,22386,0.027372093626930754,Bahrain Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
0.8192188177310764,0.5771396395016114,0.9933179305863723,29596,0.018204862616246143,Belgian Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
1.22455280966088,0.8652205410908511,0.9562753565793696,19845,0.027212284659130666,British Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
1.7207031516377118,1.1656668350867714,0.9756847514829882,19579,0.038237847814171375,Canadian Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
2.4300813076626024,1.4974969925005448,0.969818109261032,25949,0.05400180683694672,Chinese Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
0.7350950708305157,0.5249232866100128,0.9944249697807294,19880,0.016335446018455903,Dutch Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
0.8113806200544328,0.5056394419637823,0.9904458400661169,27293,0.018030680445654063,Emilia Romagna Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
0.5955964296430195,0.4648879343132074,0.9952515221729975,24360,0.013235476214289322,Hungarian Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
1.6178404855241926,0.7312799593684647,0.9741677538488143,16765,0.0359520107894265,Italian Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
0.8288633738208238,0.6009953669254869,0.9945540169778694,21259,0.018419186084907193,Japanese Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
1.9240230322316367,1.3043698247676325,0.9757903174268291,26320,0.04275606738292526,Las Vegas Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
1.230114862264734,0.8515214502802414,0.9906183601869294,18669,0.0273358858281052,Mexico City Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
2.195496218678305,1.3071492844520352,0.9552961774265408,19040,0.04878880485951789,Miami Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
1.5978997071707934,0.9719376871472724,0.9893578861178733,27125,0.03550888238157319,Monaco Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
0.40980227797045954,0.2526176546231255,0.996947679769148,25193,0.009106717288232435,Qatar Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
0.6653786562437932,0.40090693547683093,0.8845882361598426,23100,0.014786192360973182,Saudi Arabian Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
1.3071151010492978,1.0059606585026635,0.9888608888650422,31010,0.029047002245539952,Singapore Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
0.7308328083851362,0.5039277626858549,0.9857613958696269,26390,0.01624072907522525,Spanish Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
0.8469482279117174,0.5372245425527767,0.994803827973043,19935,0.0188210717313715,São Paulo Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
1.9140145112371567,0.8726951744797152,0.981679532394946,25046,0.042533655805270146,United States Grand Prix,d_X_optimal,xgb,2,0.9854462869286313
