rmse,mae,r2,n,nrmse,circuit,target,arm,pooled_r2
2.401663831353464,0.9668791076454933,0.957123552802302,22890,0.05337030736341031,Abu Dhabi Grand Prix,d_X_optimal,full,0.9868198570965866
0.791928453082322,0.5274718199062987,0.984437628390329,16170,0.017598410068496044,Australian Grand Prix,d_X_optimal,full,0.9868198570965866
1.6904952008807526,0.8812998571116941,0.9795500165330687,16793,0.03756656001957228,Austrian Grand Prix,d_X_optimal,full,0.9868198570965866
2.466914853439849,1.4572688165249312,0.9551162867103319,27825,0.05482033007644109,Azerbaijan Grand Prix,d_X_optimal,full,0.9868198570965866
0.6668333171845815,0.3780773913695896,0.9974298694844502,22386,0.014818518159657366,Bahrain Grand Prix,d_X_optimal,full,0.9868198570965866
0.9256149999159126,0.4845804418615983,0.991469550598054,29596,0.020569222220353612,Belgian Grand Prix,d_X_optimal,full,0.9868198570965866
0.6429588726797144,0.39156027473581684,0.9879458212869386,19845,0.014287974948438097,British Grand Prix,d_X_optimal,full,0.9868198570965866
1.0918261409288565,0.676583789131943,0.9902102008757974,19579,0.02426280313175237,Canadian Grand Prix,d_X_optimal,full,0.9868198570965866
1.7572679470269588,0.8759650512377701,0.9842173179368664,25949,0.039050398822821304,Chinese Grand Prix,d_X_optimal,full,0.9868198570965866
1.0662539743119288,0.6494598787972984,0.9882704451488749,19880,0.023694532762487307,Dutch Grand Prix,d_X_optimal,full,0.9868198570965866
0.6821219135545032,0.31866913647340306,0.9932474586893928,27293,0.015158264745655627,Emilia Romagna Grand Prix,d_X_optimal,full,0.9868198570965866
0.2736461664264082,0.21842768834156479,0.9989976278773111,24360,0.006081025920586849,Hungarian Grand Prix,d_X_optimal,full,0.9868198570965866
1.6105324736512476,0.6109649209683223,0.9744006024950069,16765,0.03578961052558328,Italian Grand Prix,d_X_optimal,full,0.9868198570965866
0.7415943395425193,0.38695128042105464,0.9956404346003955,21259,0.016479874212055986,Japanese Grand Prix,d_X_optimal,full,0.9868198570965866
1.3401832218168968,0.6417713520498545,0.9882538128773541,26320,0.029781849373708816,Las Vegas Grand Prix,d_X_optimal,full,0.9868198570965866
0.8481605049076494,0.5291554832626308,0.9955399111067892,18669,0.018848011220169988,Mexico City Grand Prix,d_X_optimal,full,0.9868198570965866
2.6206227147244316,1.3697643347138095,0.9363075029110195,19040,0.05823606032720959,Miami Grand Prix,d_X_optimal,full,0.9868198570965866
0.9693673354070899,0.5221732139702716,0.9960834323691365,27125,0.021541496342379774,Monaco Grand Prix,d_X_optimal,full,0.9868198570965866
0.19539440983725415,0.13427774366490378,0.9993060860346873,25193,0.004342097996383425,Qatar Grand Prix,d_X_optimal,full,0.9868198570965866
0.5599912924790131,0.2654872646754549,0.9182524218293178,23100,0.01244425094397807,Saudi Arabian Grand Prix,d_X_optimal,full,0.9868198570965866
1.4245637633359756,0.7351117922704304,0.986769183117036,31010,0.031656972518577235,Singapore Grand Prix,d_X_optimal,full,0.9868198570965866
0.3353014574786497,0.24726831837884838,0.9970028931424104,26390,0.007451143499525549,Spanish Grand Prix,d_X_optimal,full,0.9868198570965866
0.5068144521377739,0.3528416173974846,0.9981393367738001,19935,0.011262543380839419,São Paulo Grand Prix,d_X_optimal,full,0.9868198570965866
2.3224000085821466,0.9341657006165746,0.973027565263761,25046,0.05160888907960326,United States Grand Prix,d_X_optimal,full,0.9868198570965866
