rmse,mae,r2,n,circuit,target,model,seed,pooled_r2
31984.134202314148,17115.70966345894,0.9903157735390824,36742,Abu Dhabi Grand Prix,E_har_final,mlp,3,0.9922694289941761
19607.1921981212,13080.441376013729,0.9963173024887183,26039,Australian Grand Prix,E_har_final,mlp,3,0.9922694289941761
24377.783449961567,14608.647847643777,0.994940243180078,25190,Austrian Grand Prix,E_har_final,mlp,3,0.9922694289941761
20817.096784426576,13851.771847888811,0.9961490891655491,39435,Azerbaijan Grand Prix,E_har_final,mlp,3,0.9922694289941761
28877.47903271976,14683.907443558543,0.9907158345012851,26795,Bahrain Grand Prix,E_har_final,mlp,3,0.9922694289941761
24780.7419162544,15290.907071896027,0.9937840248109373,41005,Belgian Grand Prix,E_har_final,mlp,3,0.9922694289941761
23687.67051267591,14578.49606800006,0.9922068249372126,35518,British Grand Prix,E_har_final,mlp,3,0.9922694289941761
16203.775557205667,12449.762853699667,0.9979193728868013,19579,Canadian Grand Prix,E_har_final,mlp,3,0.9922694289941761
26208.732851597564,16733.61513033815,0.9929339217354699,31689,Chinese Grand Prix,E_har_final,mlp,3,0.9922694289941761
27418.366077792347,14750.915372641803,0.9875975872989191,31916,Dutch Grand Prix,E_har_final,mlp,3,0.9922694289941761
16542.556776442245,11119.06880053548,0.9962693157935734,35690,Emilia Romagna Grand Prix,E_har_final,mlp,3,0.9922694289941761
22659.84621849959,12079.18085477986,0.9914998658672648,36675,Hungarian Grand Prix,E_har_final,mlp,3,0.9922694289941761
20703.372715289046,15009.28191958731,0.9952224343567663,19565,Italian Grand Prix,E_har_final,mlp,3,0.9922694289941761
49583.520063818316,24578.249790466227,0.9568390408061813,43518,Japanese Grand Prix,E_har_final,mlp,3,0.9922694289941761
38447.172734205706,20243.829104806548,0.98821407454402,28700,Las Vegas Grand Prix,E_har_final,mlp,3,0.9922694289941761
13214.670203660004,10435.26642863821,0.9973573759629459,21049,Mexico City Grand Prix,E_har_final,mlp,3,0.9922694289941761
32214.430857004263,18716.58662271258,0.9900482283639033,35413,Miami Grand Prix,E_har_final,mlp,3,0.9922694289941761
25502.111006258197,17087.015629544738,0.9913645022936597,33284,Monaco Grand Prix,E_har_final,mlp,3,0.9922694289941761
19619.86461720211,10357.328608436983,0.993664908292489,41988,Qatar Grand Prix,E_har_final,mlp,3,0.9922694289941761
27826.831705715846,14829.190758417633,0.9869635506528797,52913,Saudi Arabian Grand Prix,E_har_final,mlp,3,0.9922694289941761
26052.352005633387,13286.688292807099,0.9912452912526077,37308,Singapore Grand Prix,E_har_final,mlp,3,0.9922694289941761
11795.543746437666,8809.808595711087,0.9982487562118963,28840,Spanish Grand Prix,E_har_final,mlp,3,0.9922694289941761
16556.161481640396,11801.141260982997,0.9967216574640396,24973,São Paulo Grand Prix,E_har_final,mlp,3,0.9922694289941761
26814.904905854342,14364.975618475135,0.9926723177880349,46039,United States Grand Prix,E_har_final,mlp,3,0.9922694289941761
