rmse,mae,r2,n,circuit,target,model,seed,pooled_r2
33669.28567080689,17839.21781499979,0.9892684230614931,36742,Abu Dhabi Grand Prix,E_har_final,mlp,4,0.9916839502397292
18385.932174839905,12119.057927743357,0.9967617785614684,26039,Australian Grand Prix,E_har_final,mlp,4,0.9916839502397292
23241.91018826176,13541.874576942355,0.9954007729274968,25190,Austrian Grand Prix,E_har_final,mlp,4,0.9916839502397292
23387.7533699865,14848.401558773827,0.9951392850742224,39435,Azerbaijan Grand Prix,E_har_final,mlp,4,0.9916839502397292
28118.595006554522,14969.954945474054,0.9911973881441025,26795,Bahrain Grand Prix,E_har_final,mlp,4,0.9916839502397292
26899.292430012763,16234.592494678733,0.992675763225028,41005,Belgian Grand Prix,E_har_final,mlp,4,0.9916839502397292
25793.516651902144,16282.82679464593,0.9907595985488222,35518,British Grand Prix,E_har_final,mlp,4,0.9916839502397292
16818.25455594572,12158.273657666094,0.9977585778538233,19579,Canadian Grand Prix,E_har_final,mlp,4,0.9916839502397292
27022.80257946523,16736.11549572425,0.9924881454162368,31689,Chinese Grand Prix,E_har_final,mlp,4,0.9916839502397292
28839.31268208719,16645.481809718705,0.9862787761653787,31916,Dutch Grand Prix,E_har_final,mlp,4,0.9916839502397292
16482.738045373284,11456.29635703725,0.9962962477014523,35690,Emilia Romagna Grand Prix,E_har_final,mlp,4,0.9916839502397292
23420.614272523308,12367.702873573098,0.9909195279583388,36675,Hungarian Grand Prix,E_har_final,mlp,4,0.9916839502397292
21526.23462512311,15413.32957201225,0.9948351156578622,19565,Italian Grand Prix,E_har_final,mlp,4,0.9916839502397292
50550.11494302134,26292.600412424876,0.9551398550873236,43518,Japanese Grand Prix,E_har_final,mlp,4,0.9916839502397292
36789.10084659364,20541.001168107323,0.9892087135924372,28700,Las Vegas Grand Prix,E_har_final,mlp,4,0.9916839502397292
14953.577849771096,11493.734811439159,0.9966161355716571,21049,Mexico City Grand Prix,E_har_final,mlp,4,0.9916839502397292
30612.778929307748,18073.033833191912,0.9910132018691697,35413,Miami Grand Prix,E_har_final,mlp,4,0.9916839502397292
36539.63038459417,22154.956907670712,0.9822718503377541,33284,Monaco Grand Prix,E_har_final,mlp,4,0.9916839502397292
19452.65183137185,10303.958302644978,0.9937724313879476,41988,Qatar Grand Prix,E_har_final,mlp,4,0.9916839502397292
27100.25760429376,14886.593462827042,0.9876354408389738,52913,Saudi Arabian Grand Prix,E_har_final,mlp,4,0.9916839502397292
26869.95810667547,13248.927095590265,0.9906871671931465,37308,Singapore Grand Prix,E_har_final,mlp,4,0.9916839502397292
12615.142892086109,9688.461707699835,0.9979969350814082,28840,Spanish Grand Prix,E_har_final,mlp,4,0.9916839502397292
17023.51300407589,12331.260435996712,0.9965339614002925,24973,São Paulo Grand Prix,E_har_final,mlp,4,0.9916839502397292
28033.112511679265,15421.255318495381,0.9919913973894393,46039,United States Grand Prix,E_har_final,mlp,4,0.9916839502397292
