rmse,mae,r2,n,circuit,target,model,seed,pooled_r2
0.08027307052338693,0.04811678174973829,0.9995213993185381,36742,Abu Dhabi Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.06653179922314409,0.04326997878892898,0.9996315824458255,26039,Australian Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.07939360573819866,0.046397212128618914,0.9992168318548434,25190,Austrian Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.08648971312436109,0.05716816954511834,0.9987740660146062,39435,Azerbaijan Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.06345539236260501,0.04415994975560303,0.9994845336107436,26795,Bahrain Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.10104587942860961,0.06172181034883181,0.9989077269150245,41005,Belgian Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.08929695168758109,0.05816803007743202,0.9990115292327167,35518,British Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.05311665507820248,0.04019887382942574,0.9995280348383895,19579,Canadian Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.1224921791546973,0.07537341120616797,0.999000484462767,31689,Chinese Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.13701211533553923,0.06587562748272555,0.9939465207471111,31916,Dutch Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.05510062010480404,0.04374792883676505,0.9992367413351297,35690,Emilia Romagna Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.081445086519479,0.04211321299818324,0.9967844174303374,36675,Hungarian Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.048088961282750115,0.03656110233931078,0.99982949057828,19565,Italian Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.1325665249946443,0.07489462348863543,0.9976839609832954,43518,Japanese Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.1049708378053278,0.06618374810910584,0.9991937684841073,28700,Las Vegas Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.051174241529117925,0.04025049723103987,0.9996601272173181,21049,Mexico City Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.09502150540966779,0.06375597088439186,0.9994847903202558,35413,Miami Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.1620285452340402,0.09897253507275154,0.9807362889588928,33284,Monaco Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.058985874906515384,0.04082926467324128,0.9982249658651198,41988,Qatar Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.06690454053052106,0.045016186808794496,0.9978545813436821,52913,Saudi Arabian Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.17747313946077986,0.06022180622114967,0.9890171374382051,37308,Singapore Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.05755837420179262,0.044010465218412766,0.9988799374729403,28840,Spanish Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.06173085252353406,0.04376567759596754,0.9991465400795556,24973,São Paulo Grand Prix,dt_optimal,mlp,4,0.9988012981106831
0.11529813129223578,0.06087448949831063,0.998679307930154,46039,United States Grand Prix,dt_optimal,mlp,4,0.9988012981106831
