rmse,mae,r2,n,nrmse,circuit,target,model,seed,pooled_r2
28001.983405720643,11611.105408803089,0.6906490441003559,36040,0.08000566687348755,Abu Dhabi Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
16850.70306682971,9097.261405927855,0.9207331149487765,26039,0.048144865905227735,Australian Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
23796.714154835983,11536.380345583251,0.6984146262135746,25190,0.06799061187095995,Austrian Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
15662.797111821852,7825.710075550598,0.7683021953987277,39435,0.04475084889091958,Azerbaijan Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
24899.884727267367,12347.282203824618,0.6476704733725172,26668,0.07114252779219248,Bahrain Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
26353.456005597418,16046.62164594134,0.843328818194044,40975,0.07529558858742119,Belgian Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
28403.99369385043,15185.522119140933,0.72576426026717,35129,0.0811542676967155,British Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
19628.952728936627,10282.580636243583,0.882901043225295,19579,0.056082722082676076,Canadian Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
21885.278485264942,11795.860607704046,0.8172277785590804,31689,0.06252936710075697,Chinese Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
31335.37673566727,14094.99587585002,0.4534114443176692,31916,0.0895296478161922,Dutch Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
18419.559615328548,10263.278908568684,0.879030359246488,35550,0.052627313186652994,Emilia Romagna Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
25708.79561467196,10280.424112341221,0.4741997954126329,36675,0.0734537017562056,Hungarian Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
18988.111820529753,10228.863941830972,0.9187573401193028,19565,0.054251748058656436,Italian Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
49406.28952110854,25658.312044231236,0.4324529151024572,42696,0.14116082720316725,Japanese Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
23314.731897816615,13000.942197512428,0.8898410921071034,28572,0.06661351970804748,Las Vegas Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
9090.663813233947,6122.214157950879,0.9281596100722717,21049,0.02597332518066842,Mexico City Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
30084.800454892822,15191.30807451076,0.775557179787019,35280,0.08595657272826521,Miami Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
23251.64721682454,10779.964461942265,0.7440465529921334,33284,0.06643327776235583,Monaco Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
21552.899420121066,10013.692554625792,0.41037210877583574,41988,0.06157971262891733,Qatar Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
31605.4130763462,17857.01134886613,0.6239580504875228,52635,0.09030118021813201,Saudi Arabian Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
30344.23158241414,13421.699508854002,0.5053318822140884,37308,0.08669780452118325,Singapore Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
9173.148614757634,5437.071444922949,0.9156456194509407,28840,0.02620899604216467,Spanish Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
12947.87978543993,6678.007470914638,0.8869544640900926,24973,0.036993942244114085,São Paulo Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
29545.94644984795,12980.419564507747,0.6046628604155493,45844,0.08441698985670842,United States Grand Prix,P_deploy_mean_optimal,xgb,3,0.7444016822611021
