rmse,mae,r2,n,nrmse,circuit,target,model,seed,pooled_r2
0.40608449972636385,0.24419721877484152,0.9987741786475757,22890,0.009024099993919196,Abu Dhabi Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.23538915307246938,0.10475304534695971,0.998625082055112,16170,0.005230870068277097,Australian Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
1.0199935004163412,0.47051445445018697,0.9925550825676649,16793,0.022666522231474247,Austrian Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
1.4353698722409671,0.48219549164012493,0.9848047408089731,27825,0.03189710827202149,Azerbaijan Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.5187997184965829,0.30162782943350447,0.9984443207441603,22386,0.011528882633257399,Bahrain Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.473578617992026,0.19156641084083925,0.9977669661053388,29596,0.01052396928871169,Belgian Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.1451238649679343,0.11464130650994495,0.9993858861240497,19845,0.0032249747770652067,British Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.8299602488036251,0.38067570434560616,0.9943430623922702,19579,0.018443561084525002,Canadian Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.41995450451694066,0.281903500143919,0.9990986170876156,25949,0.009332322322598681,Chinese Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.25747950367830813,0.1821054292814726,0.9993160166480193,19880,0.0057217667484068474,Dutch Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.653499846805358,0.25278954507019225,0.9938022475374856,27293,0.014522218817896844,Emilia Romagna Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.14597979206255512,0.10505960123641206,0.9997147433849248,24360,0.0032439953791678915,Hungarian Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
1.4682586563641697,0.30997136238200335,0.9787237094744481,16765,0.032627970141425995,Italian Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.26167234507558923,0.18634776903093056,0.9994572172493043,21259,0.005814941001679761,Japanese Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
1.1218501248588364,0.384584566705948,0.9917692721259453,26320,0.02493000277464081,Las Vegas Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.3363529082229163,0.20773079083449952,0.9992985805604616,18669,0.007474509071620362,Mexico City Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
1.430249016105973,0.7167159003418937,0.9810284598528489,19040,0.03178331146902162,Miami Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.9363295021167155,0.5414661963487797,0.9963458507420375,27125,0.020807322269260346,Monaco Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.15929562498422128,0.1170148237408342,0.9995388002585295,25193,0.0035399027774271397,Qatar Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.1335755180512719,0.09569143487240725,0.9953487885712996,23100,0.0029683448455838203,Saudi Arabian Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.2745031281122647,0.1977664000400673,0.9995087331399157,31010,0.006100069513605881,Singapore Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.19389434760338542,0.14826232388986035,0.9989977832831984,26390,0.004308763280075231,Spanish Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
0.1981982461789531,0.14780023724579952,0.9997154429121787,19935,0.004404405470643402,São Paulo Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
1.3202474751338356,0.5058266926246867,0.9912832057859036,25046,0.029338832780751903,United States Grand Prix,d_X_optimal,mlp,4,0.9960526570700254
