rmse,mae,r2,n,circuit,target,pooled_r2
20.025782953201507,9.40641064452188,0.9883367388651744,36742,Abu Dhabi Grand Prix,d_coast_optimal,0.9717042746204951
25.21136543919552,11.72792796116863,0.9793729649521253,26039,Australian Grand Prix,d_coast_optimal,0.9717042746204951
27.75819317403127,12.337533716667332,0.9552564423111628,25190,Austrian Grand Prix,d_coast_optimal,0.9717042746204951
15.03375533112783,7.893256354885642,0.9820683397830773,39435,Azerbaijan Grand Prix,d_coast_optimal,0.9717042746204951
18.220668728766444,9.80981146492298,0.9841983977303167,26795,Bahrain Grand Prix,d_coast_optimal,0.9717042746204951
29.913591821869417,14.418555635283182,0.9602629455379348,41005,Belgian Grand Prix,d_coast_optimal,0.9717042746204951
18.82936770295016,10.558532984670235,0.9820488834482292,35518,British Grand Prix,d_coast_optimal,0.9717042746204951
24.681962297228704,12.801146250103224,0.9723531418871493,19579,Canadian Grand Prix,d_coast_optimal,0.9717042746204951
21.943111340925693,9.330059441500264,0.9883119912283597,31689,Chinese Grand Prix,d_coast_optimal,0.9717042746204951
13.99962478595492,7.80606626214372,0.9708563722892665,31916,Dutch Grand Prix,d_coast_optimal,0.9717042746204951
19.027288204062156,8.132257601817328,0.9602049266106185,35690,Emilia Romagna Grand Prix,d_coast_optimal,0.9717042746204951
10.51983505540002,5.978174081309295,0.9793059601143707,36675,Hungarian Grand Prix,d_coast_optimal,0.9717042746204951
47.25075407267554,19.9761999348834,0.9563924413272573,19565,Italian Grand Prix,d_coast_optimal,0.9717042746204951
24.961622100946304,13.949154490203265,0.9699985242161265,43518,Japanese Grand Prix,d_coast_optimal,0.9717042746204951
65.98116863511483,21.64164142553663,0.8622710204096692,28700,Las Vegas Grand Prix,d_coast_optimal,0.9717042746204951
9.839779386755374,5.724126777072134,0.9943326842695214,21049,Mexico City Grand Prix,d_coast_optimal,0.9717042746204951
25.672903929327124,11.221050814090331,0.9839124214195379,35413,Miami Grand Prix,d_coast_optimal,0.9717042746204951
8.238630954496958,4.597038670257351,0.9749309885314568,33284,Monaco Grand Prix,d_coast_optimal,0.9717042746204951
10.091214998729527,6.108989205405654,0.9802407220790549,41988,Qatar Grand Prix,d_coast_optimal,0.9717042746204951
15.82007928904855,8.16472133905964,0.9498027545159609,52913,Saudi Arabian Grand Prix,d_coast_optimal,0.9717042746204951
18.003675182976206,8.135694724479395,0.954708727334373,37308,Singapore Grand Prix,d_coast_optimal,0.9717042746204951
11.90268293668639,6.569380053224329,0.9848754303830205,28840,Spanish Grand Prix,d_coast_optimal,0.9717042746204951
11.863496849594423,5.827990826932372,0.9885659467212833,24973,São Paulo Grand Prix,d_coast_optimal,0.9717042746204951
14.35508017156161,7.260125698120029,0.9906467752619489,46039,United States Grand Prix,d_coast_optimal,0.9717042746204951
