rmse,mae,r2,n,circuit,target,model,seed,pooled_r2
0.08518229026203485,0.056952482766060325,0.999461070214387,36742,Abu Dhabi Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.07627600856443487,0.04647813849379223,0.9995157633056098,26039,Australian Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.07544746949441296,0.04261908663297085,0.9992927494103969,25190,Austrian Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.08510147587198535,0.05508689575462985,0.9988131048496399,39435,Azerbaijan Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.06606757400477685,0.04753894730259349,0.9994412210919777,26795,Bahrain Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.08635972352907578,0.04891781966065298,0.9992021587199803,41005,Belgian Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.07889168214882218,0.047861212107099906,0.9992284696845258,35518,British Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.04038076241518796,0.031091352596620818,0.9997272294154944,19579,Canadian Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.11598791789451049,0.07312936485701337,0.9991038136337422,31689,Chinese Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.12530337325678728,0.05223905762298965,0.9949369450519926,31916,Dutch Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.04590184285502064,0.03434138763822226,0.9994703133661327,35690,Emilia Romagna Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.08790925978291783,0.05517559040989146,0.9962537294842032,36675,Hungarian Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.08088519459104968,0.06064293735980243,0.9995176129305492,19565,Italian Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.12718917110370664,0.07749461774997311,0.9978680431959386,43518,Japanese Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.10000340199219063,0.07176796770257317,0.9992682680929361,28700,Las Vegas Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.053057893012768136,0.0420502546406711,0.9996346462599156,21049,Mexico City Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.10118314903108702,0.07244260680765158,0.9994158066841277,35413,Miami Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.113232624554557,0.07373649812573799,0.9905919408964159,33284,Monaco Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.05717122397936265,0.038042740931303096,0.9983325007835118,41988,Qatar Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.06605513264715315,0.04060539915568243,0.9979087112274003,52913,Saudi Arabian Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.1911637138407421,0.07436630217814223,0.9872573074888534,37308,Singapore Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.047730490926539366,0.035368118279222656,0.999229776023831,28840,Spanish Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.063283194656366,0.04638355765156959,0.999103076564982,24973,São Paulo Grand Prix,dt_optimal,mlp,3,0.998901727443389
0.10450892701053542,0.04988222096439614,0.9989149148725996,46039,United States Grand Prix,dt_optimal,mlp,3,0.998901727443389
