rmse,mae,r2,n,circuit,target,model,seed,pooled_r2
18.179749690823414,9.732638463745065,0.9903879330214417,36742,Abu Dhabi Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
32.3584716346016,12.567356283976839,0.9660202583348056,26039,Australian Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
31.43858219429625,13.396125421781113,0.9426050040058275,25190,Austrian Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
21.009814246592594,12.772344713430405,0.9649788848899753,39435,Azerbaijan Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
22.443101044188303,12.051286469707428,0.9760261252910242,26795,Bahrain Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
32.27162937251928,15.465854048325626,0.9537512146330983,41005,Belgian Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
20.516114444380122,11.909229100047305,0.9786886864065021,35518,British Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
35.96372778180122,17.523952216570144,0.9413030117681742,19579,Canadian Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
49.28673472161303,18.944409201863756,0.9410336550149417,31689,Chinese Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
14.824275282322326,8.348561195396721,0.9673218275222027,31916,Dutch Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
22.595230979200352,10.430136459820343,0.9438811080288975,35690,Emilia Romagna Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
11.965550829500215,6.885365800431349,0.9732272604581418,36675,Hungarian Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
46.590009717437425,22.603929384936894,0.9576035114266455,19565,Italian Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
26.131402830587028,14.871147558246552,0.967120707780229,43518,Japanese Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
67.04555526780004,25.538897020783907,0.8577915813707362,28700,Las Vegas Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
10.743937961814474,6.174823748760593,0.9932433150487866,21049,Mexico City Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
26.684351089453404,12.577819917382763,0.9826198315179565,35413,Miami Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
10.260668578269268,6.43155251307236,0.9611153288434606,33284,Monaco Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
11.72294079130925,6.976093236580796,0.9733340356290562,41988,Qatar Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
18.328058177335805,10.396129512115676,0.9326255110151399,52913,Saudi Arabian Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
19.087122612947816,8.870085734120646,0.9490935147201753,37308,Singapore Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
11.873458830544026,6.895623187875945,0.9849496085185953,28840,Spanish Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
11.05236704740076,6.100714168075815,0.9900760316236698,24973,São Paulo Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
24.975791556943744,10.348723504837164,0.9716868201686661,46039,United States Grand Prix,d_coast_optimal,xgb,4,0.9618473967842406
