rmse,mae,r2,n,circuit,target,model,seed,pooled_r2
35206.48272610832,21394.834751356426,0.9882661368877603,36742,Abu Dhabi Grand Prix,E_har_final,xgb,1,0.9878901596547088
25866.175778382785,18025.407172335104,0.9935908610752048,26039,Australian Grand Prix,E_har_final,xgb,1,0.9878901596547088
31276.510124265365,19393.42680399797,0.9916712890396732,25190,Austrian Grand Prix,E_har_final,xgb,1,0.9878901596547088
34124.45984682126,23848.749992157096,0.9896520407083507,39435,Azerbaijan Grand Prix,E_har_final,xgb,1,0.9878901596547088
36865.55696913053,23683.133392466192,0.9848690596742692,26795,Bahrain Grand Prix,E_har_final,xgb,1,0.9878901596547088
35594.956911057096,22705.020785328485,0.9871749931408299,41005,Belgian Grand Prix,E_har_final,xgb,1,0.9878901596547088
27737.77483171623,17296.883413905838,0.9893140543303118,35518,British Grand Prix,E_har_final,xgb,1,0.9878901596547088
28209.115027997792,18769.783248175907,0.9936941920598121,19579,Canadian Grand Prix,E_har_final,xgb,1,0.9878901596547088
31622.00079823545,22162.149974480264,0.9897135602677393,31689,Chinese Grand Prix,E_har_final,xgb,1,0.9878901596547088
33118.96656205015,21228.94541248817,0.981904249866903,31916,Dutch Grand Prix,E_har_final,xgb,1,0.9878901596547088
23488.096134572865,15859.10665164742,0.9924789434799793,35690,Emilia Romagna Grand Prix,E_har_final,xgb,1,0.9878901596547088
31337.99896396039,20789.277773231184,0.9837424766546885,36675,Hungarian Grand Prix,E_har_final,xgb,1,0.9878901596547088
33670.79637791333,23638.94873589398,0.9873633709054975,19565,Italian Grand Prix,E_har_final,xgb,1,0.9878901596547088
51123.161807331286,30103.63661130859,0.9541170018170635,43518,Japanese Grand Prix,E_har_final,xgb,1,0.9878901596547088
42392.74191209463,25345.688321073165,0.9856709338880844,28700,Las Vegas Grand Prix,E_har_final,xgb,1,0.9878901596547088
23568.918371134416,18305.831988261558,0.9915937553065917,21049,Mexico City Grand Prix,E_har_final,xgb,1,0.9878901596547088
33519.62593114296,20406.414376004865,0.9892254832011877,35413,Miami Grand Prix,E_har_final,xgb,1,0.9878901596547088
37692.929668138175,25658.579919962194,0.9811350830436166,33284,Monaco Grand Prix,E_har_final,xgb,1,0.9878901596547088
25308.93850396204,15314.963917278592,0.9894583460713111,41988,Qatar Grand Prix,E_har_final,xgb,1,0.9878901596547088
34999.610532448234,20555.976178427136,0.979376697028312,52913,Saudi Arabian Grand Prix,E_har_final,xgb,1,0.9878901596547088
36962.814857210105,23050.705491479766,0.9823770787135852,37308,Singapore Grand Prix,E_har_final,xgb,1,0.9878901596547088
25700.092597833318,16575.500439883162,0.991686573667138,28840,Spanish Grand Prix,E_har_final,xgb,1,0.9878901596547088
26174.13148792286,17674.914802179544,0.9918063090177381,24973,São Paulo Grand Prix,E_har_final,xgb,1,0.9878901596547088
31309.02993448241,19350.217434767594,0.9900102797186037,46039,United States Grand Prix,E_har_final,xgb,1,0.9878901596547088
