rmse,mae,r2,n,nrmse,circuit,target,model,arm,pooled_r2
11139.478431956271,7560.131594763268,0.9820657611723721,4099,0.031827081234160774,Las Vegas Grand Prix,P_deploy_mean_optimal,full,full,0.9749725732486993
7136.941550213742,5523.70331029239,0.9713413615531544,3007,0.02039126157203926,Mexico City Grand Prix,P_deploy_mean_optimal,full,full,0.9749725732486993
11260.012684554791,6228.11222856204,0.9796530032294025,5059,0.03217146481301369,Miami Grand Prix,P_deploy_mean_optimal,full,full,0.9749725732486993
7997.1952972139525,5333.082673468021,0.9692022856727189,4755,0.02284912942061129,Monaco Grand Prix,P_deploy_mean_optimal,full,full,0.9749725732486993
9011.664787602731,6267.276619805524,0.9676801433128507,5999,0.025747613678864946,Qatar Grand Prix,P_deploy_mean_optimal,full,full,0.9749725732486993
12165.909927369214,7921.56295866849,0.9799724870296366,7520,0.03475974264962632,Saudi Arabian Grand Prix,P_deploy_mean_optimal,full,full,0.9749725732486993
10539.97678683206,6668.311214289881,0.9553152312993185,5328,0.030114219390948743,Singapore Grand Prix,P_deploy_mean_optimal,full,full,0.9749725732486993
10138.951708557393,6151.174234577285,0.9676589466527585,4120,0.028968433453021122,Spanish Grand Prix,P_deploy_mean_optimal,full,full,0.9749725732486993
9465.502490043054,5488.973119833384,0.9697687704441319,3568,0.02704429282869444,São Paulo Grand Prix,P_deploy_mean_optimal,full,full,0.9749725732486993
8532.96957249525,5032.691678920506,0.965779210640547,6575,0.024379913064272146,United States Grand Prix,P_deploy_mean_optimal,full,full,0.9749725732486993
12864.379354308048,7063.929713391391,0.953680509133422,5250,0.036755369583737284,Abu Dhabi Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
12560.049249718091,7255.179190785256,0.9760517114024857,3718,0.03588585499919455,Australian Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
10094.549929748799,6906.164102189348,0.9800411274913904,3599,0.02884157122785371,Austrian Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
10338.723691114195,7508.323482550701,0.9444428022395054,5633,0.02953921054604056,Azerbaijan Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
11015.482989383372,7475.1618895672145,0.9332562340058678,3827,0.03147280854109535,Bahrain Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
12124.500234747464,6627.924208150617,0.9839129713793185,5858,0.03464142924213561,Belgian Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
12602.96446746001,6915.919877462278,0.9725060650800685,5075,0.0360084699070286,British Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
8572.74949449079,5805.104243926308,0.9859829136694921,2797,0.0244935699842594,Canadian Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
15799.81040967369,8286.05777902993,0.9193251955998428,4525,0.045142315456210544,Chinese Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
7162.230267675738,5094.906221143817,0.9784583235424923,4559,0.020463515050502108,Dutch Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
9230.172847629365,5562.997824254702,0.9833824373823301,5098,0.026371922421798186,Emilia Romagna Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
5692.515278707071,4004.5683184034688,0.9701677645152001,5240,0.01626432936773449,Hungarian Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
11997.157223086864,7356.412788727503,0.9823499539462686,2795,0.03427759206596247,Italian Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
8995.036550472045,5674.358980440156,0.9804863318425235,6215,0.02570010442992013,Japanese Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
11249.127278005057,7728.535784623376,0.9817109605700435,4099,0.032140363651443016,Las Vegas Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
6476.325465751031,4555.143632912395,0.9764012714120861,3007,0.018503787045002943,Mexico City Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
12496.584026608287,7092.704865593809,0.9749386083189692,5059,0.03570452579030939,Miami Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
7375.72498637306,5177.037253241169,0.9738029425441854,4755,0.021073499961065886,Monaco Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
6349.55134935897,4693.134025889907,0.9839547884112241,5999,0.01814157528388277,Qatar Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
14434.528377581864,8040.217705969127,0.9718068874263975,7520,0.0412415096502339,Saudi Arabian Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
8492.875165300833,5497.369311966152,0.970987197170149,5328,0.024265357615145238,Singapore Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
7760.394284158013,4843.15933870389,0.9810532106818892,4120,0.02217255509759432,Spanish Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
7638.782334290599,4557.665034653729,0.980311313989787,3568,0.021825092383687423,São Paulo Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
8864.885718276004,5541.205280161021,0.9630651864012554,6575,0.02532824490936001,United States Grand Prix,P_deploy_mean_optimal,geometry_only,geometry_only,0.9763634958482621
12.698649821099732,5.181983633142985,0.867977945832702,5250,,Abu Dhabi Grand Prix,d_coast_optimal,full,full,0.8103298749955964
25.149798802321236,10.831569650832483,0.8299969841037631,3719,,Australian Grand Prix,d_coast_optimal,full,full,0.8103298749955964
14.692229294185214,5.238349469279262,0.7525847313961173,3599,,Austrian Grand Prix,d_coast_optimal,full,full,0.8103298749955964
21.270564021758183,6.7380498045004105,0.7433769036208822,5633,,Azerbaijan Grand Prix,d_coast_optimal,full,full,0.8103298749955964
13.646449030834933,6.57610626399737,0.8787747631981755,3828,,Bahrain Grand Prix,d_coast_optimal,full,full,0.8103298749955964
28.231397466878498,10.482374637624625,0.8040203477897998,5858,,Belgian Grand Prix,d_coast_optimal,full,full,0.8103298749955964
8.231785788575916,3.978020951783494,0.899333811651746,5075,,British Grand Prix,d_coast_optimal,full,full,0.8103298749955964
22.7257735362706,10.682068479481012,0.7552690806994492,2797,,Canadian Grand Prix,d_coast_optimal,full,full,0.8103298749955964
22.887765502976848,7.837212404225096,0.8255653172792342,4527,,Chinese Grand Prix,d_coast_optimal,full,full,0.8103298749955964
12.204929724561367,4.426293439709767,0.846305592175273,4560,,Dutch Grand Prix,d_coast_optimal,full,full,0.8103298749955964
13.20040475148584,5.796936091067362,0.788256995860312,5098,,Emilia Romagna Grand Prix,d_coast_optimal,full,full,0.8103298749955964
11.289031994830477,4.988133613877982,0.8886198979894293,5240,,Hungarian Grand Prix,d_coast_optimal,full,full,0.8103298749955964
29.694438606591845,17.243365806968693,0.18442934440698033,2795,,Italian Grand Prix,d_coast_optimal,full,full,0.8103298749955964
9.718892559992202,4.540705978688923,0.7732092880943927,6217,,Japanese Grand Prix,d_coast_optimal,full,full,0.8103298749955964
37.12681058249439,10.057667060055225,0.6446106041163089,4100,,Las Vegas Grand Prix,d_coast_optimal,full,full,0.8103298749955964
14.794133828617538,4.6083915889557385,0.8690958869784403,3007,,Mexico City Grand Prix,d_coast_optimal,full,full,0.8103298749955964
16.923204926511236,5.575012106662751,0.76515269389292,5060,,Miami Grand Prix,d_coast_optimal,full,full,0.8103298749955964
10.691018347170367,2.9913691917256213,0.876830536654899,4755,,Monaco Grand Prix,d_coast_optimal,full,full,0.8103298749955964
5.790820404520961,3.0099794344890873,0.9538990384024711,5999,,Qatar Grand Prix,d_coast_optimal,full,full,0.8103298749955964
6.290185168701543,3.202613772047098,0.9349352938126284,7520,,Saudi Arabian Grand Prix,d_coast_optimal,full,full,0.8103298749955964
11.290889747507498,4.496016687394535,0.9065829996124916,5330,,Singapore Grand Prix,d_coast_optimal,full,full,0.8103298749955964
12.752951011639844,5.469581229257775,0.8618821810621684,4120,,Spanish Grand Prix,d_coast_optimal,full,full,0.8103298749955964
10.548413313750723,4.026512811885608,0.9057176168659858,3568,,São Paulo Grand Prix,d_coast_optimal,full,full,0.8103298749955964
15.545188782527287,5.1297927186896155,0.7894329219185245,6576,,United States Grand Prix,d_coast_optimal,full,full,0.8103298749955964
15.851410837247434,6.566217651409274,0.7942843957629974,5250,,Abu Dhabi Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
25.5010610211172,11.447980944718628,0.8252150249934495,3719,,Australian Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
15.093314738068946,5.831957851792621,0.7388918911830487,3599,,Austrian Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
22.36547964395074,8.123274446805892,0.7162772494508071,5633,,Azerbaijan Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
16.381889304934194,8.023075357143721,0.825304507181873,3828,,Bahrain Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
32.6039743746181,11.960411577581592,0.73861099475901,5858,,Belgian Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
9.28399273818912,4.914151692799701,0.8719542736997871,5075,,British Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
23.590402111011052,11.498256381474453,0.7362926832028931,2797,,Canadian Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
25.15203196030447,9.530540916635976,0.7893447915320266,4527,,Chinese Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
14.853139681881629,6.053317817889563,0.7723728660284391,4560,,Dutch Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
13.07904881590635,6.556849892839441,0.7921323547531671,5098,,Emilia Romagna Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
12.194740834438047,5.5339757159995555,0.8700311268502517,5240,,Hungarian Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
24.021898827988334,14.419877968332356,0.4662645852588446,2795,,Italian Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
9.649006538428317,5.043178489056569,0.7764591472059719,6217,,Japanese Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
41.61997820928234,12.205452455675,0.5533854397643934,4100,,Las Vegas Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
13.59673510102216,4.937634942844198,0.8894284292234053,3007,,Mexico City Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
16.803536896078352,6.120706714952065,0.7684622739224151,5060,,Miami Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
11.82404477890458,3.5725348140542756,0.8493403233411899,4755,,Monaco Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
6.5917488653144485,4.009764083368732,0.9402646932212632,5999,,Qatar Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
7.318543928621277,3.535124400149509,0.9119218913162445,7520,,Saudi Arabian Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
12.66716886048746,5.151239709137325,0.8824212863218405,5330,,Singapore Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
15.439751482363373,7.1570664849237815,0.7975541212430952,4120,,Spanish Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
11.035222776426133,4.154445429806375,0.8968145446413583,3568,,São Paulo Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
16.911953139582245,6.306149831302055,0.7507782146456908,6576,,United States Grand Prix,d_coast_optimal,geometry_only,geometry_only,0.7796647500213533
2.9975227957631247,1.2320786674731357,0.937287661433442,3270,0.06661161768362499,Abu Dhabi Grand Prix,d_X_optimal,full,full,0.9895450585120971
0.6889946031936467,0.4691752667482674,0.9888980088948044,2310,0.015310991182081037,Australian Grand Prix,d_X_optimal,full,full,0.9895450585120971
0.9260993868550854,0.5734726951568625,0.9947119522508855,2399,0.020579986374557453,Austrian Grand Prix,d_X_optimal,full,full,0.9895450585120971
2.028059781316551,1.3184420330271593,0.9713866021422222,3975,0.04506799514036779,Azerbaijan Grand Prix,d_X_optimal,full,full,0.9895450585120971
0.825056114530197,0.518343243883994,0.9963725863214089,3198,0.018334580322893267,Bahrain Grand Prix,d_X_optimal,full,full,0.9895450585120971
0.8359663638564446,0.5884022803321812,0.9936958357708207,4228,0.018577030307920992,Belgian Grand Prix,d_X_optimal,full,full,0.9895450585120971
0.5321456572903107,0.3530615045810112,0.9926325036753755,2835,0.011825459050895794,British Grand Prix,d_X_optimal,full,full,0.9895450585120971
0.9460376457936586,0.4926177036693796,0.9929513072122939,2797,0.021023058795414634,Canadian Grand Prix,d_X_optimal,full,full,0.9895450585120971
1.9676209604912027,1.0171967239393296,0.9814224997601347,3707,0.04372491023313784,Chinese Grand Prix,d_X_optimal,full,full,0.9895450585120971
1.1302995252136796,0.6933867778927505,0.9881786382380449,2840,0.025117767226970657,Dutch Grand Prix,d_X_optimal,full,full,0.9895450585120971
0.46405491854834796,0.3028477614748289,0.9971805877310447,3899,0.01031233152329662,Emilia Romagna Grand Prix,d_X_optimal,full,full,0.9895450585120971
0.4213190294137703,0.30176088440529547,0.997874599190333,3480,0.009362645098083785,Hungarian Grand Prix,d_X_optimal,full,full,0.9895450585120971
1.0241526257228588,0.42758870305070923,0.990713043596194,2395,0.02275894723828575,Italian Grand Prix,d_X_optimal,full,full,0.9895450585120971
0.6142780683618076,0.4360138478546386,0.9971826858763817,3037,0.013650623741373503,Japanese Grand Prix,d_X_optimal,full,full,0.9895450585120971
0.9338310984897272,0.5584368307821984,0.9947120667042207,3760,0.020751802188660604,Las Vegas Grand Prix,d_X_optimal,full,full,0.9895450585120971
0.8955877830383623,0.6349565832584911,0.9953280220151229,2667,0.01990195073418583,Mexico City Grand Prix,d_X_optimal,full,full,0.9895450585120971
1.9887843386459194,1.1737968159192778,0.9699084111203526,2720,0.04419520752546487,Miami Grand Prix,d_X_optimal,full,full,0.9895450585120971
0.9651940341577679,0.5397304084640889,0.9963353536801015,3875,0.021448756314617064,Monaco Grand Prix,d_X_optimal,full,full,0.9895450585120971
0.23196986422588142,0.1818182059234477,0.9991188340098215,3599,0.005154885871686254,Qatar Grand Prix,d_X_optimal,full,full,0.9895450585120971
0.3405145171362368,0.25999052298107556,0.9691491152970003,3300,0.007566989269694151,Saudi Arabian Grand Prix,d_X_optimal,full,full,0.9895450585120971
1.4944840277792732,0.7861390566077824,0.9862677561725854,4430,0.03321075617287274,Singapore Grand Prix,d_X_optimal,full,full,0.9895450585120971
0.3706319283476905,0.2771229215880027,0.9967640748441142,3770,0.008236265074393121,Spanish Grand Prix,d_X_optimal,full,full,0.9895450585120971
0.6185598931912708,0.4328692371418926,0.9974499935110134,2848,0.013745775404250463,São Paulo Grand Prix,d_X_optimal,full,full,0.9895450585120971
2.0297780735228796,0.9568513396469581,0.9813799036342177,3578,0.04510617941161955,United States Grand Prix,d_X_optimal,full,full,0.9895450585120971
2.5195193603516857,1.227762423239932,0.9556939118948636,3270,0.05598931911892635,Abu Dhabi Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
0.6603100290602321,0.4976888629183262,0.9898031736860091,2310,0.01467355620133849,Australian Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
0.42734553673608255,0.29599873910163943,0.9988739996652247,2399,0.009496567483024057,Austrian Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
1.2162395819352065,0.8494701457364833,0.9897092697355798,3975,0.027027546265226812,Azerbaijan Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
1.0378902186081804,0.5672858427439855,0.9942597216782859,3198,0.023064227080181788,Bahrain Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
0.6646174608424479,0.4283554876481981,0.996015320409737,4228,0.014769276907609954,Belgian Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
0.7528896328588655,0.5161788780483684,0.9852523943096582,2835,0.01673088073019701,British Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
1.0581688885023453,0.6461634843494252,0.9911813577981576,2797,0.023514864188941005,Canadian Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
2.3480938835022416,1.1616078527206175,0.9735433221325361,3707,0.05217986407782759,Chinese Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
0.3980190292893923,0.2882378331563266,0.998534154864852,2840,0.008844867317542051,Dutch Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
0.725891896889529,0.5286542663915981,0.9931013561941888,3899,0.016130931041989535,Emilia Romagna Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
0.28141719303221424,0.2217277298816096,0.9990517563449434,3480,0.006253715400715872,Hungarian Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
1.0168894208190131,0.45279888134176566,0.9908443011448159,2395,0.02259754268486696,Italian Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
0.6708281309902668,0.49606488564675805,0.9966400889098335,3037,0.014907291799783708,Japanese Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
1.3646566771792228,0.8986186699591602,0.9887073436627902,3760,0.03032570393731606,Las Vegas Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
0.7869126290275985,0.5022204156060304,0.9963930718024874,2667,0.017486947311724413,Mexico City Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
2.009583258360195,1.1074754821056563,0.9692757178212286,2720,0.04465740574133767,Miami Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
1.1448541925098905,0.7232740756069803,0.9948441156574136,3875,0.025441204277997568,Monaco Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
0.3424341871001673,0.2394257082288756,0.9980797895784795,3599,0.00760964860222594,Qatar Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
0.323086144546326,0.244226749081799,0.9722263456330672,3300,0.007179692101029467,Saudi Arabian Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
0.7132215928046094,0.4819553092925094,0.9968724236802075,4430,0.01584936872899132,Singapore Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
0.4249650241175875,0.2660932355823389,0.9957457874405109,3770,0.009443667202613056,Spanish Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
0.5854245881032738,0.36032148094669114,0.9977158759375518,2848,0.013009435291183861,São Paulo Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
1.5996211053681901,0.7768286082332994,0.9884357076606123,3578,0.03554713567484867,United States Grand Prix,d_X_optimal,geometry_only,geometry_only,0.9914610021037735
